E125	0.16879485620310142
E026	0.22491043655378484
E049	0.2293760157417628
E117	0.24170005407326622
E023	0.2505931945882871
E120	0.25449613198496535
E017	0.2580038781103823
E127	0.2597994261703618
E128	0.26268822154435256
E126	0.2720938177648772
E063	0.28322335654177766
E025	0.2905588492846226
E122	0.2978761853677644
E108	0.2997829074546744
E107	0.30771371919792123
E119	0.3113356969031076
E121	0.31738227975487
E001	0.32631292695199376
E118	0.3331708647193703
E115	0.3389233809559189
E123	0.35585992613677997
E083	0.35724812332828204
E088	0.36008048549548
E111	0.3665556960777082
E102	0.3694965115248924
E114	0.37180918529424956
E075	0.3747692252239565
E124	0.3748611954290413
E016	0.37703603538704866
E004	0.37798154800745165
E110	0.3819919208330034
E062	0.38557846106370475
E101	0.38728106441652765
E077	0.4041018275492868
E020	0.40626612446032273
E116	0.41283307265912406
E069	0.414090380847529
E019	0.4164202063097622
E015	0.4170189671014054
E072	0.42204467734840956
E073	0.428321458364084
E068	0.4337238009294978
E003	0.4389801597992271
E087	0.44313385563446783
E014	0.4474866380785333
E067	0.4529117341531269
E086	0.4562095877171357
E076	0.4597222346463481
E066	0.46455894707220435
E074	0.4681268027355331
E011	0.4748970853627864
E006	0.47734433559140055
E038	0.4927983589342566
E103	0.5067911195959337
E018	0.50890163954119
E008	0.5122856100901498
E047	0.5760700591084155
E027	0.5959460283373755
E002	0.6105611755131527
E007	0.624777722807055
E005	0.7363434455293714
